key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-411627032,Helpful or Not? A Qualitative Study on Female Adolescents’ Experience of TikTok When Recovering From Anorexia Nervosa,2024,,,International Journal of Eating Disorders,,57,11,2217-2227,"Sjöström, D.K. and de Mendonca Lindström, T. and Kapetanovic, S. and Claesdotter-Knutsson, E.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200946322&doi=10.1002%2Feat.24265&partnerID=40&md5=e16d96ba7378da20b4dd5cd68329ca04,,,,,"Export Date: 08 January 2026; Cited By: 2 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong outcome,wrong population",10.1002/eat.24265,"adolescents;anorexia nervosa;eating disorder;social media;TikTok;adaptation;adolescent;algorithm;anorexia nervosa;anxiety;Article;behavior change;child psychiatry;clinical article;coping;data analysis;depression;eating;eating disorder;exercise;female;human;Internet;interview;outpatient care;parental attitude;perception;personality;psychosis;qualitative analysis;qualitative research;risk factor;semi structured interview;social connectedness;social media;social media addiction;social phobia;social support;psychological adjustment;psychology;therapy;Adaptation, Psychological;Adolescent;Anorexia Nervosa;Female;Humans;Interviews as Topic;Qualitative Research;Social Media",,
rayyan-411627033,"Mechanisms of impact of web-based support and self-monitoring to augment and maintain physical activity levels: a qualitative study exploring participants' interactions with the e-coachER, a web-based support programme for people attending exercise referral schemes",2024,,,BMJ Open,,14,10,,"Lambert, J.D. and Dean, S.G. and Terry, R.H. and Charles, N. and Greaves, C. and Campbell, J.L. and Taylor, A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208164270&doi=10.1136%2Fbmjopen-2023-080472&partnerID=40&md5=29c0dac791d1bcb0c5d9365f23cf558b,,,,,"Export Date: 08 January 2026; Cited By: 2 | RAYYAN-INCLUSION: {""Mateo""=>""Included"", ""Daniel""=>""Included""}",10.1136/bmjopen-2023-080472,behavior;chronic disease;internet;public health;qualitative research;adult;aged;Article;behavior change;body weight loss;competence;controlled study;engagement;female;human;male;motivation;personal autonomy;physical activity;primary medical care;qualitative research;randomized controlled trial;self monitoring;semi structured interview;social support;telephone interview;thematic analysis;United Kingdom;web-based intervention;exercise;Internet;interview;middle aged;patient referral;primary health care;psychology;Adult;Aged;Exercise;Female;Humans;Internet-Based Intervention;Interviews as Topic;Male;Middle Aged;Motivation;Primary Health Care;Qualitative Research;Referral and Consultation,,
rayyan-411627034,Effectiveness of a cognitive behavioral therapy program in stroke patients in the Republic of Korea: a mixed-methods study,2024,,,Osong Public Health and Research Perspectives,,15,5,461-475,"Choi, S.-E. and Kim, D.-J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85209101906&doi=10.24171%2Fj.phrp.2024.0116&partnerID=40&md5=5c005b319d9ee99d3388f37358191b58,,,,,"Export Date: 08 January 2026; Cited By: 0 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",10.24171/j.phrp.2024.0116,Anxiety;Cognitive behavioral therapy;Depression;Rehabilitation motivation;Self efficacy;Stroke;adult;analgesia;anxiety disorder;Article;Beck Depression Inventory;brain hemorrhage;brain infarction;breathing exercise;cerebrovascular accident;clinical article;cognition;cognitive behavioral therapy;cognitive restructuring;controlled study;coping;depression;education program;emotion regulation;female;human;male;meditation;middle aged;Mini Mental State Examination;motivation;muscle relaxation;muscle strength;occupational therapy;personal experience;program effectiveness;qualitative analysis;quantitative analysis;randomized controlled trial;return to work;self concept;self esteem;self evaluation;single blind procedure;sleep quality;social competence;South Korea;State Trait Anxiety Inventory;stroke patient;stroke rehabilitation,,
rayyan-411627035,Mindfulness in Parkinson's disease: A French national survey and a pilot intervention feasibility trial using the MBSR program (M-Park),2024,,,Revue Neurologique,,180,8,777-790,"Blard, F. and Erraud, J. and Bonnet, M. and Auzou, N. and Tison, F.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192891888&doi=10.1016%2Fj.neurol.2024.03.013&partnerID=40&md5=95bc4864e95216776ec7b84daa011a7a,,,,,"Export Date: 08 January 2026; Cited By: 4 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",10.1016/j.neurol.2024.03.013,"Anxiety;Depressive symptoms;France;MBSR;Mindfulness;Parkinson's disease;levodopa;adult;anxiety;Article;Beck Depression Inventory;clinical evaluation;clinical trial;controlled study;depression;disease duration;emotion;exercise;face-to-face interview;feasibility study;female;hallucination;health care;human;hygiene;impulse control disorder;informed consent;major clinical study;male;MDS-Unified Parkinson Disease Rating Scale;middle aged;mindfulness meditation;mindfulness-based stress reduction;Montreal cognitive assessment;pandemic;Parkinson disease;patient autonomy;personal experience;pilot study;Pittsburgh Sleep Quality Index;psychosis;qualitative analysis;quality of life;questionnaire;self care;semi structured interview;sleep quality;aged;complication;epidemiology;etiology;France;meditation;mindfulness;procedures;psychology;therapy;very elderly;Aged;Aged, 80 and over;Anxiety;Depression;Feasibility Studies;Female;Humans;Male;Meditation;Middle Aged;Mindfulness;Parkinson Disease;Pilot Projects;Quality of Life;Surveys and Questionnaires",,
rayyan-411627037,What are the autism research priorities of autistic adults in Scotland?,2024,,,Autism,,28,9,2179-2190,"Cage, E. and Crompton, C.J. and Dantas, S. and Strachan, K. and Birch, R. and Robinson, M. and Morgan-Appel, S. and MacKenzie-Nash, C. and Gallagher, A. and Botha, M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184206874&doi=10.1177%2F13623613231222656&partnerID=40&md5=63e9cc780abe549d0b364715f33f39b0,,,,,"Export Date: 08 January 2026; Cited By: 40 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong outcome,wrong population",10.1177/13623613231222656,"adults;policy;adult;aged;anxiety;apraxia;Article;attention deficit hyperactivity disorder;attitude;autism;community;cross-sectional study;depression;education;Ehlers Danlos syndrome;employment;exercise;feedback system;female;health;human;knowledge;lifespan;Likert scale;major clinical study;male;mental health;nutrition;posttraumatic stress disorder;questionnaire;reproductive health;risk factor;Scotland;sexual education;social care;wellbeing;adolescent;attitude to health;medical research;middle aged;psychology;research;young adult;Adolescent;Adult;Aged;Autistic Disorder;Biomedical Research;Female;Health Knowledge, Attitudes, Practice;Humans;Male;Middle Aged;Research;Surveys and Questionnaires;Young Adult",,
rayyan-411627038,Developing A Mobile Application to Determine the Psychological Wellness of University Students,2024,,,Duzce Medical Journal,,26,2,146-155,"Demirezen, D. and Karaca, A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202896972&doi=10.18678%2Fdtfd.1481266&partnerID=40&md5=b39d739b68bb86aed6749f165433482e,,,,,"Export Date: 08 January 2026; Cited By: 4 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong outcome,wrong publication type",10.18678/dtfd.1481266,"health services;Mobile applications;student;undergraduate;Addiction Profile Index;adult;algorithm;anxiety;Article;attitude;automation;behavior;breathing exercise;clinical decision support system;Dating Violence Attitude Scale;depression;Depression, Anxiety and Stress Scale-42;developmental stage;digital technology;Eating Attitudes Test;eating disorder;education;emotion;emotional well-being;feedback system;female;friend;health care personnel;health promotion;health service;human;human experiment;information;information technology;interdisciplinary research;Internet;internet addiction;interpersonal communication;Likert scale;male;mental health;mental health care personnel;nursing student;patient referral;patient triage;perception;physiological stress;Pittsburgh Sleep Quality Index;psychological resilience;psychological well-being;qualitative research;questionnaire;reliability;scoring system;self concept;sleep quality;smoking cessation;stress management;the MODUM application assessment form;university student;Young Internet Addiction Test Short Form",,
rayyan-411627039,Exploring adults' recollections of growing up with childhood motor difficulties: A qualitative study using systematic text condensation,2024,,,BMJ Open,,14,8,,"Zahlander, J. and Fäldt, A. and Kirby, A. and Johansen, K.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201064365&doi=10.1136%2Fbmjopen-2024-084346&partnerID=40&md5=5f83ca5ad8dc9b0e79732ac3cffcd041,,,,,"Export Date: 08 January 2026; Cited By: 2 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong outcome,wrong population",10.1136/bmjopen-2024-084346,"developmental neurology & neurodisability;neonatology;quality of life;academic achievement;adolescence;adult;anger;Article;asthma;childhood;clinical article;coping;depression;developmental coordination disorder;dyslexia;female;follow up;human;job performance;male;mental health;motor activity;motor dysfunction;motor performance;newborn intensive care;obesity;physical activity;physician;physiotherapist;protection;qualitative analysis;qualitative research;quality of life;shyness;social environment;sociodemographics;speech language pathologist;Sweden;team sport;child;interview;longitudinal study;parent;psychological adjustment;psychology;psychomotor disorder;social support;Adaptation, Psychological;Adult;Child;Female;Follow-Up Studies;Humans;Interviews as Topic;Longitudinal Studies;Male;Motor Skills Disorders;Parents;Qualitative Research;Social Support",,
rayyan-411627040,"The impact of sociocultural contexts on the knowledge, attitudes, and practices of adults living with HIV/AIDS in Ethiopia towards metabolic syndrome risks: A descriptive phenomenology study using the PEN-3 model",2024,,,PLOS ONE,,19,8,,"Bune, G.T.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201757058&doi=10.1371%2Fjournal.pone.0308891&partnerID=40&md5=5678b14f788d63e9deea46fcf00bba2c,,,,,"Export Date: 08 January 2026; Cited By: 0 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",10.1371/journal.pone.0308891,"alcohol;acquired immune deficiency syndrome;adult;alcohol consumption;alcohol intoxication;antiretroviral therapy;anxiety;Article;attitude to health;audiovisual recording;awareness;behavior change;blindness;blurred vision;body mass;chronic disease;communicable disease;community dynamics;comprehension;conceptual framework;depression;diabetes mellitus;diarrhea;diet restriction;disease predisposition;epistemology;Ethiopia;female;food security;headache;health behavior;health belief;health care;health care management;health care personnel;health education;health promotion;heart failure;human;human experiment;Human immunodeficiency virus infection;hypertension;infection;lifestyle modification;male;malnutrition;management;mass medium;medical information;mental disease;mental health;metabolic syndrome X;mortality rate;non-governmental organization;opportunistic infection;organizational structure;paramedical personnel;physical activity;professional standard;prophylaxis;quality of life;risk factor;risk reduction;sedentary lifestyle;smoking;social psychology;social stigma;sugar intake;trustworthiness;vegetable consumption;visual impairment;middle aged;prevention and control;psychology;young adult;Acquired Immunodeficiency Syndrome;Adult;Female;Health Knowledge, Attitudes, Practice;HIV Infections;Humans;Male;Metabolic Syndrome;Middle Aged;Risk Factors;Young Adult",,
rayyan-411627041,"Outcomes for clinical trials involving adults with chronic kidney disease: a multinational Delphi survey involving patients, caregivers and health professionals",2024,,,Nephrology Dialysis Transplantation,,39,8,1310-1321,"González, A.M. and Evangelidis, N. and Howell, M. and Jauré, A. and Sautenet, B. and Madero, M. and Ashuntantang, G. and Anumudu, S. and Bernier-Jean, A. and Dunn, L. and Cho, Y. and Sanabria, L.C. and de Boer, I.H. and Fung, S. and Gallego, D. and Guha, C. and Levey, A.S. and Levin, A. and Lorca, E. and Okpechi, I.G. and Rossignol, P. and Scholes-Robertson, N. and Solá, L. and Teixeira-Pinto, A. and Usherwood, T. and Viecelli, A.K. and Wheeler, D.C. and Widders, K. and Wilkie, M. and Craig, J.C.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200118221&doi=10.1093%2Fndt%2Fgfae010&partnerID=40&md5=c09c8ac62a3c5262cdaafc1b7242d9b7,,,,,"Export Date: 08 January 2026; Cited By: 8 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",10.1093/ndt/gfae010,"CKD;Delphi survey;outcomes;adult;anemia;Article;best worst scale;cardiovascular disease;caregiver;chronic kidney failure;clinical trial;cognition;consumer organization;decision making;Delphi study;depression;dialysis;disaster;estimated glomerular filtration rate;fatigue;female;glomerulonephritis;health practitioner;hemodialysis;hospitalization;human;hypertension;insulin dependent diabetes mellitus;kidney failure;kidney function;kidney polycystic disease;kidney transplantation;lifestyle modification;Likert scale;major clinical study;male;mortality;non insulin dependent diabetes mellitus;peritoneal dialysis;physical activity;qualitative analysis;quantitative analysis;renal replacement therapy;risk factor;thematic analysis;aged;clinical trial (topic);health care personnel;middle aged;multicenter study;outcome assessment;procedures;psychology;questionnaire;therapy;Adult;Aged;Caregivers;Clinical Trials as Topic;Delphi Technique;Female;Health Personnel;Humans;Male;Middle Aged;Outcome Assessment, Health Care;Renal Insufficiency, Chronic;Surveys and Questionnaires",,
rayyan-411627042,Emotional Distress and Physical Activity Engagement in U.S. Veterans with Chronic Obstructive Pulmonary Disease: A Qualitative Study,2024,,,Annals of Behavioral Medicine,,58,8,539-551,"Bamonti, P.M. and Rose, G.A. and Park, S. and Silberbogen, A.K. and Moye, J. and Moy, M.L.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198677043&doi=10.1093%2Fabm%2Fkaae030&partnerID=40&md5=6c145b4c02c36dc7b0ec50aa96c52f6e,,,,,"Export Date: 08 January 2026; Cited By: 5 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",10.1093/abm/kaae030,"Anxiety;Chronic obstructive pulmonary disease (COPD);Depression;Physical activity;aged;anxiety;chronic obstructive lung disease;depression;distress syndrome;exercise;female;human;male;middle aged;psychology;qualitative research;therapy;United States;veteran;Aged;Anxiety;Depression;Exercise;Female;Humans;Male;Middle Aged;Psychological Distress;Pulmonary Disease, Chronic Obstructive;Qualitative Research;Veterans",,
rayyan-411627043,"Rationale, design, and participant characteristics of the FAITH! Heart Health+ study: An exploration of the influence of the social determinants of health, stress, and structural racism on African American cardiovascular health",2024,,,Contemporary Clinical Trials,,143,,,"Lalika, M. and McCoy, C.R. and Jones, C. and Bancos, I. and Cooper, L.A. and Hayes, S.N. and Johnson, M.P. and Kullo, I.J. and Kumbamu, A. and Noseworthy, P.A. and Patten, C.A. and Singh, R. and Wi, C.-I. and Brewer, L.C.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196362710&doi=10.1016%2Fj.cct.2024.107600&partnerID=40&md5=3f13fbc2b7ba989ff47cadba8311ba56,,,,,"Export Date: 08 January 2026; Cited By: 4 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong outcome,wrong population",10.1016/j.cct.2024.107600,"African Americans;Cardiovascular health;Health promotion;Psychosocial factors;Social determinants of health;biological marker;C reactive protein;ceramide;cholesterol;glucose;hydrocortisone;lipid;lipoprotein;saliva protein;troponin;troponin T;adult;African American;age;anxiety disorder;arterial stiffness;Article;artificial intelligence;binary classification;biopsychosocial model;body height;body mass;body weight;calculation;cardio-ankle vascular index;cardiometabolic risk;cardiovascular disease;cardiovascular system;cholesterol level;clinical assessment;clinical protocol;cohort analysis;coronavirus disease 2019;correlational study;cross-sectional study;depression;disadvantaged population;electrocardiography;exploratory behavior;female;glucose blood level;habit;health care policy;health disparity;heart left ventricle ejection fraction;heart rate and rhythm;human;hyperlipidemia;hypertension;major clinical study;male;multiple linear regression analysis;non insulin dependent diabetes mellitus;obesity;participatory research;patient care;physical activity;physiological stress;Pittsburgh Sleep Quality Index;qualitative analysis;quantitative analysis;questionnaire;sleep disorder;sleep efficiency;sleep quality;sleep time;social determinants of health;social psychology;sociodemographics;somnolence;structural racism;study design;transthoracic echocardiography;videoconferencing;aged;controlled study;epidemiology;ethnology;mental stress;methodology;middle aged;Minnesota;psychology;racism;randomized controlled trial;Adult;Aged;Black or African American;Cardiovascular Diseases;Community-Based Participatory Research;COVID-19;Female;Health Status Disparities;Humans;Male;Middle Aged;Racism;Research Design;Social Determinants of Health;Stress, Psychological",,
rayyan-411627044,Perspectives on fatigue management among veterans living with multiple sclerosis,2024,,,Multiple Sclerosis and Related Disorders,,88,,,"Knowles, L.M. and Yang, B. and Mata-Greve, F. and Turner, A.P.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196016454&doi=10.1016%2Fj.msard.2024.105716&partnerID=40&md5=ba52a7727ba282e96d09c34b1bcf3366,,,,,"Export Date: 08 January 2026; Cited By: 1 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",10.1016/j.msard.2024.105716,Cognitive behavioral therapy;Fatigue;Multiple sclerosis;Telehealth;Veterans;adult;age;anger;Article;clinical article;cognitive behavioral therapy;depression;educational status;employment status;fatigue;fear;female;gender;human;interview;irritability;male;modified fatigue impact scale;multiple sclerosis;numeric rating scale;pain intensity;Patient Health Questionnaire 2;physical activity;race;sleep quality;telehealth;thematic analysis;veteran;aged;complication;etiology;middle aged;procedures;qualitative research;rehabilitation;telemedicine;therapy;Adult;Aged;Cognitive Behavioral Therapy;Fatigue;Female;Humans;Male;Middle Aged;Multiple Sclerosis;Qualitative Research;Telemedicine;Veterans,,
rayyan-411627045,Care-seeking delay of patients with heart failure in China: a mixed-method study,2024,,,ESC Heart Failure,,11,4,2086-2099,"Xu, M. and Ruan, T. and Huang, X. and Han, B. and Li, Y. and Ding, Y. and Zhu, L.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189913424&doi=10.1002%2Fehf2.14757&partnerID=40&md5=bb80f0527f25e4b8e328b8b986472624,,,,,"Export Date: 08 January 2026; Cited By: 2 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",10.1002/ehf2.14757,Care-seeking delay;Heart failure;Mixed-method study;Self-care;Symptom management;adult;Article;attitude to health;caregiver;China;cross-sectional study;daily life activity;emergency ward;environmental exposure;female;health care;health care personnel;health care system;heart failure;hospital mortality;human;length of stay;major clinical study;male;palliative therapy;Patient Health Questionnaire 9;physical activity;physician;quality of life;questionnaire;risk factor;self care;Sequential Organ Failure Assessment Score;social support;symptom burden;aged;clinical trial;coronavirus disease 2019;diagnosis;dyspnea;epidemiology;etiology;middle aged;multicenter study;patient attitude;psychology;therapy;Adult;Aged;COVID-19;Cross-Sectional Studies;Dyspnea;Female;Heart Failure;Humans;Male;Middle Aged;Patient Acceptance of Health Care,,
rayyan-411627046,Perceptions of advice for acute low back pain: A content analysis of qualitative data collected in a randomised experiment,2024,,,BMJ Open,,14,7,,"Augustine, L. and Zadro, J. and Maher, C. and Traeger, A.C. and Jones, C. and West, C.A. and Yang, J. and O’Keeffe, M. and Jenkins, H. and McAuley, J.H. and Ferreira, G.E.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199342023&doi=10.1136%2Fbmjopen-2023-079070&partnerID=40&md5=aaf1f1e0b6a7bd4428c030de3f5638b1,,,,,"Export Date: 08 January 2026; Cited By: 1 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",10.1136/bmjopen-2023-079070,Back pain;Health Education;Musculoskeletal disorders;adult;Article;chronic pain;comparative study;content analysis;controlled study;demographics;depression;empowerment;ergonomics;female;health literacy;health practitioner;human;low back pain;major clinical study;male;manipulative medicine;medical education;medical information;numeric rating scale;patient attitude;pilot study;practice guideline;private health insurance;public health student;qualitative research;questionnaire;randomized controlled trial;middle aged;pain;psychology;therapy;young adult;Acute Pain;Adult;Ergonomics;Female;Humans;Low Back Pain;Male;Middle Aged;Qualitative Research;Young Adult,,
rayyan-411627047,Actual and imagined music-cued gait training for people with multiple sclerosis: a multicentre qualitative study,2024,,,BMJ Open,,14,7,,"Seebacher, B. and Helmlinger, B. and Hotz, I. and Pinter, D. and Ehling, R. and Enzinger, C. and Deisenhammer, F. and Brenneis, C.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198601274&doi=10.1136%2Fbmjopen-2024-086555&partnerID=40&md5=c9abfd5534aa26b6990ac427bf3f801f,,,,,"Export Date: 08 January 2026; Cited By: 1 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",10.1136/bmjopen-2024-086555,"corticosteroid;adult;Article;controlled study;double blind procedure;empowerment;Expanded Disability Status Scale;fatigue;female;follow up;gait;Hospital Anxiety and Depression Scale;human;major clinical study;male;Montreal cognitive assessment;multicenter study;multiple sclerosis;music;physiotherapy;qualitative research;randomized controlled trial;telephone interview;thematic analysis;triangulation;walking;walking difficulty;walking speed;association;clinical trial;etiology;imagination;kinesiotherapy;middle aged;music therapy;neurologic gait disorder;procedures;rehabilitation;therapy;Adult;Cues;Double-Blind Method;Exercise Therapy;Fatigue;Female;Gait;Gait Disorders, Neurologic;Humans;Imagination;Male;Middle Aged;Multiple Sclerosis;Music Therapy;Qualitative Research;Walking",,
rayyan-411627048,"The Relationship between Depression, Doing Exercise, Age and Cigarettes Smoking in ARV-HIV Patients",2024,,,Journal of Public Health and Pharmacy,,4,2,98-112,"Nguyen, V. and Thi Bich Nguyen, U. and Nguyen Ai Tran, T. and Phan, Y. and Truong, N.-A. and Luu-Thi, H.-T. and Tran-Chi, V.-L.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200872513&doi=10.56338%2Fjphp.v4i2.5044&partnerID=40&md5=1cdb07a5511707169c911566b2291b8c,,,,,"Export Date: 08 January 2026; Cited By: 2 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",10.56338/jphp.v4i2.5044,ARV-HIV Patients;Cigarettes Smoking;Depression;Exercise,,
rayyan-411627049,Sexual satisfaction of postmenopausal women: An integrative review,2024,,,PLOS ONE,,19,7,,"Shahrahmani, N. and Babazadeh, R. and Ebadi, A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199913999&doi=10.1371%2Fjournal.pone.0306207&partnerID=40&md5=23f6d2260b97d3e3391933974affed9d,,,,,"Export Date: 08 January 2026; Cited By: 5 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population,wrong publication type",10.1371/journal.pone.0306207,luteinizing hormone;anxiety;Article;attitude to health;checklist;date (fruit);depression;dyspareunia;emotion;female;fennel;fenugreek;health behavior;health care organization;health promotion;heart rehabilitation;human;interpersonal communication;libido disorder;life satisfaction;medical student;medicinal plant;menopause;mental stress;orgasm;physical abuse;physical activity;physical violence;physiological stress;postmenopause;Preferred Reporting Items for Systematic Reviews and Meta-Analyses;prefrontal cortex;prevalence;qualitative research;quality of life;questionnaire;randomized controlled trial (topic);sexual abuse;sexual behavior;sexual function;sexual health;sexual intercourse;sexual satisfaction;sexual violence;sexuality;social aspect;social support;Tribulus terrestris;vaginal dryness;work environment;middle aged;physiology;psychology;satisfaction;Female;Humans;Middle Aged;Orgasm;Personal Satisfaction;Postmenopause;Sexual Behavior,,
rayyan-411627050,Exploring the Acute Effects of Immersive Virtual Reality Biking on Self-Efficacy and Attention of Individuals in the Treatment of Substance Use Disorders: A Feasibility Study,2024,,,Brain Sciences,,14,7,,"Touloudi, E. and Hassandra, M. and Stavrou, V.T. and Panagiotounis, F. and Galanis, E. and Goudas, M. and Theodorakis, Y.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199662429&doi=10.3390%2Fbrainsci14070724&partnerID=40&md5=bc4e5caa64a09079260bd41e808e7f86,,,,,"Export Date: 08 January 2026; Cited By: 2 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population,wrong publication type",10.3390/brainsci14070724,attention;exercise;self-efficacy;substance use disorders;virtual reality;Article;behavior change;cognition;cycling;depression;dizziness;drug dependence;exercise;exergaming;feasibility study;follow up;human;mild cognitive impairment;physical activity;qualitative analysis;quantitative analysis;questionnaire;reliability;self concept;substance use;thematic analysis;trail making test;virtual reality,,
rayyan-411627052,Cancer Prevention and Cultural Continuity for Métis Peoples in Canada: A Scoping Review,2024,,,Current Oncology,,31,7,3908-3922,"Diaz Vega, M. and Marques Santos, J.D.M. and Witham, S. and Friesen, M. and Brock, T. and Laroque, S. and Sedgewick, J. and Carr, T. and Groot, G.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199641099&doi=10.3390%2Fcurroncol31070289&partnerID=40&md5=d7ebec054dd2a0bbe8c15ef8320ead29,,,,,"Export Date: 08 January 2026; Cited By: 0 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",10.3390/curroncol31070289,Canada;cancer;cancer prevention;culture;health promotion;Indigenous;Métis;scoping review;anxiety;athlete;automutilation;breast cancer;Canada;cancer prevention;cancer risk;chronic disease;colorectal cancer;cultural anthropology;depression;emergency physician;exercise;grey literature;health behavior;health care access;health care organization;health disparity;health promotion;human;intersectionality;larynx cancer;liver cell carcinoma;malignant neoplasm;mammography;Metis;obesity;Papanicolaou test;perception;physical activity;public health;qualitative research;Review;risk factor;scoping review;storytelling;total quality management;traditional medicine;transcultural care;neoplasm;prevention and control;Humans;Neoplasms,,
rayyan-411627053,A systematic review of the nature and efficacy of Rational Emotive Behaviour Therapy interventions,2024,,,PLOS ONE,,19,7,,"King, A.M. and Plateau, C.R. and Turner, M.J. and Young, P. and Barker, J.B.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198240577&doi=10.1371%2Fjournal.pone.0306835&partnerID=40&md5=07e8cdc139bf1449c6008ba812ed09c6,,,,,"Export Date: 08 January 2026; Cited By: 12 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong study design,wrong publication type",10.1371/journal.pone.0306835,Article;assessment of humans;behavior therapy;Child and Adolescent Survey of Irrational Belief Scale;child parent relation;exercise;follow up;General Attitudes and Beliefs Scale;health care need;human;Irrational Beliefs Test;irrational Performance Beliefs Inventory;mental health;motivation;outcome assessment;Parent Rational and Irrational Beliefs Scale;psychoeducation;psychologic assessment;psychological well-being;randomized controlled trial (topic);rational emotive behaviour therapy;self report;semi structured interview;social competence;sport;systematic review;Unconditional Self Acceptance Questionnaire;procedures;Behavior Therapy;Humans;Mental Health,,
